group,lr,setting,wer,ins_rate,del_rate,sub_rate,words,repeat,dataset,split,epochs,path,error
progressive_top,9em5,freeze-subsampling-through-layer-0,0.059613680666312244,0.008258018784334574,0.016835016835016835,0.034520645046960834,28215,1/1,tedlium,test,1,progressive_top/tedlium-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-0_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-3,0.059790891369838735,0.008576998050682261,0.016303384724437354,0.03491050859471912,28215,1/1,tedlium,test,1,progressive_bottom_ctc_decoder/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-3_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-5,0.059897217791954636,0.007974481658692184,0.0177565124933546,0.03416622363990785,28215,1/1,tedlium,test,1,progressive_bottom/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-5_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-2,0.06003898635477583,0.00910863016126174,0.016303384724437354,0.034626971469076735,28215,1/1,tedlium,test,1,progressive_top/tedlium-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-2_1.pkl,
layer_type,9em5,train-convolution-only,0.060322523480418215,0.00786815523657629,0.01789828105617579,0.03455608718766613,28215,1/1,tedlium,test,1,layer_type/tedlium-test-epoch-1-lr-9em5-train-convolution-only_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-1,0.06039340776182881,0.009463051568314727,0.01616161616161616,0.03476874003189793,28215,1/1,tedlium,test,1,progressive_bottom_ctc_decoder/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-1_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-2,0.06042884990253411,0.009073188020556441,0.01619705830232146,0.03515860357965621,28215,1/1,tedlium,test,1,progressive_bottom_ctc_decoder/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-2_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-4,0.06049973418394471,0.00786815523657629,0.018252702463228777,0.03437887648413964,28215,1/1,tedlium,test,1,progressive_bottom/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-4_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-3,0.06057061846535531,0.009037745879851143,0.016338826865142656,0.03519404572036151,28215,1/1,tedlium,test,1,progressive_top/tedlium-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-3_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-3,0.06060606060606061,0.007620060251639199,0.018429913166755272,0.03455608718766613,28215,1/1,tedlium,test,1,progressive_bottom/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-3_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-4,0.060676944887471204,0.009569377990430622,0.01591352117667907,0.03519404572036151,28215,1/1,tedlium,test,1,progressive_top/tedlium-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-4_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-2,0.061031366294524186,0.007478291688818005,0.018855218855218854,0.03469785575048733,28215,1/1,tedlium,test,1,progressive_bottom/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-2_1.pkl,
layer_type,9em5,train-feed-forward-only,0.06124401913875598,0.007690944533049796,0.018607123870281767,0.03494595073542442,28215,1/1,tedlium,test,1,layer_type/tedlium-test-epoch-1-lr-9em5-train-feed-forward-only_1.pkl,
train_only,9em5,train-layer-5-only,0.06135034556087188,0.007903597377281588,0.017862838915470493,0.035583909268119794,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-layer-5-only_1.pkl,
train_only,9em5,train-layer-1-only,0.061421229842282474,0.0075491759702286014,0.01903242955874535,0.034839624313308525,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-layer-1-only_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-1,0.06149211412369307,0.00733652312599681,0.019103313840155945,0.035052277157540314,28215,1/1,tedlium,test,1,progressive_bottom/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-1_1.pkl,
layer_type,9em5,train-attention-only,0.06152755626439837,0.007655502392344498,0.018678008151692363,0.03519404572036151,28215,1/1,tedlium,test,1,layer_type/tedlium-test-epoch-1-lr-9em5-train-attention-only_1.pkl,
train_only,9em5,train-layer-2-only,0.06152755626439837,0.007726386673755095,0.018855218855218854,0.03494595073542442,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-layer-2-only_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-0,0.061598440545808965,0.010845295055821371,0.01495658337763601,0.03579656211235158,28215,1/1,tedlium,test,1,progressive_bottom_ctc_decoder/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-0_1.pkl,
train_only,9em5,train-layer-3-only,0.061598440545808965,0.007690944533049796,0.01917419812156654,0.03473329789119263,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-layer-3-only_1.pkl,
train_only,9em5,train-layer-4-only,0.061598440545808965,0.008009923799397484,0.019103313840155945,0.034485202906255535,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-layer-4-only_1.pkl,
train_only,9em5,train-layer-0-only,0.06205918837497785,0.007301080985291511,0.019422293106503632,0.03533581428318271,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-layer-0-only_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-0,0.062342725500620234,0.007761828814460393,0.01920964026227184,0.035371256423888005,28215,1/1,tedlium,test,1,progressive_bottom/tedlium-test-epoch-1-lr-9em5-train-subsampling-through-layer-0_1.pkl,
train_only,9em5,train-subsampling-only,0.06333510544036859,0.007974481658692184,0.019953925217083113,0.0354066985645933,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-subsampling-only_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-only,0.0634059897217792,0.012936381357433989,0.014070529860003544,0.03639907850434166,28215,1/1,tedlium,test,1,progressive_bottom_ctc_decoder/tedlium-test-epoch-1-lr-9em5-train-subsampling-only_1.pkl,
progressive_bottom,9em5,train-subsampling-only,0.06383129541024278,0.007797270955165692,0.02002480949849371,0.03600921495658338,28215,1/1,tedlium,test,1,progressive_bottom/tedlium-test-epoch-1-lr-9em5-train-subsampling-only_1.pkl,
train_only,9em5,train-ctc-decoder-only,0.06620591883749778,0.01492114123693071,0.013574339890129364,0.03771043771043771,28215,1/1,tedlium,test,1,train_only/tedlium-test-epoch-1-lr-9em5-train-ctc-decoder-only_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-5,0.06652489810384547,0.015169236221867801,0.013290802764486975,0.0380648591174907,28215,1/1,tedlium,test,1,progressive_top/tedlium-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-5_1.pkl,
train_only,9em5,train-all,0.15752711230929478,0.02475338520923963,0.03651737025917529,0.09625635684087985,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em5-train-all_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-5,0.1585074443967894,0.024447031431897557,0.03780405612401201,0.09625635684087985,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-5_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-4,0.15869125666319467,0.025182280497518535,0.03578212119355432,0.0977268549721218,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-4_1.pkl,
layer_drop_lr_sweep,9em5,drop-layer-2,0.15879337458897536,0.023875171047525682,0.03802871556072953,0.09688948798072014,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-layer-2_1.pkl,
layer_drop_lr_sweep,9em5,drop-subsampling,0.15885464534444377,0.02595837673345179,0.03653779384433144,0.09635847476666054,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-subsampling_1.pkl,
layer_drop_lr_sweep,9em5,drop-layer-3,0.1588750689295999,0.025917529563139512,0.03596593345995956,0.09699160590650083,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-layer-3_1.pkl,
layer_drop_lr_sweep,9em5,drop-layer-5,0.15909972836631742,0.02606049465923248,0.03490390703184037,0.09813532667524458,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-layer-5_1.pkl,
progressive_top,9em5,train-all,0.15922226987725424,0.024814655964708044,0.037109654228703305,0.0972979596838429,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-train-all_1.pkl,
layer_drop_lr_sweep,9em5,drop-layer-4,0.1593448113881911,0.024467455017053694,0.03780405612401201,0.09707330024712538,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-layer-4_1.pkl,
layer_drop_lr_sweep,9em5,drop-none,0.15961031799522088,0.02448787860220983,0.038600575945101405,0.09652186344790964,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-none_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-0,0.1597328595061577,0.025304822008455363,0.03604762780058411,0.09838040969711823,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-0_1.pkl,
progressive_top,9em5,freeze-subsampling,0.15989624818740683,0.02497804464595715,0.037109654228703305,0.09780854931274637,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-freeze-subsampling_1.pkl,
layer_type,9em4,train-convolution-only,0.1601004840389682,0.023609664440495885,0.038253374997447055,0.09823744460102526,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em4-train-convolution-only_1.pkl,
layer_drop_lr_sweep,9em5,drop-layer-0,0.1602026019647489,0.023568817270183607,0.03931540142556624,0.09731838326899904,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-layer-0_1.pkl,
layer_drop_lr_sweep,9em5,drop-layer-1,0.1602638727202173,0.02569287012642199,0.037232195739640137,0.09733880685415518,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-layer-1_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-5,0.16032514347568572,0.02307865122643629,0.03892735330759962,0.09831913894164981,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-5_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-3,0.16081530951943304,0.02669362579907277,0.03494475420215264,0.09917692951820763,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-3_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-4,0.16101954537099442,0.023936441802994098,0.03770193819823132,0.09938116536976901,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-4_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-1,0.1611216632967751,0.025937953148295653,0.03674202969589282,0.09844168045258665,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-1_1.pkl,
layer_drop_lr_sweep,9em5,drop-ctc-decoder,0.16114208688193127,0.022874415374874904,0.03931540142556624,0.0989522700814901,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em5-drop-ctc-decoder_1.pkl,
layer_type,9em4,train-feed-forward-only,0.16153013499989788,0.019974266282703265,0.04423748544819558,0.09731838326899904,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em4-train-feed-forward-only_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-2,0.16445070767722567,0.025509057860016747,0.03739558442088924,0.10154606539631968,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-2_1.pkl,
layer_type,9em5,train-feed-forward-only,0.16485917938034841,0.023282887077997673,0.040520392949778404,0.10105589935257235,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em5-train-feed-forward-only_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-2,0.16506341523190982,0.027980311663909484,0.03443416457324919,0.10264893899475114,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-2_1.pkl,
progressive_bottom_ctc_decoder,9em4,train-subsampling-through-layer-3,0.16512468598737823,0.02405898331393093,0.039213283499785555,0.10185241917366175,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em4-train-subsampling-through-layer-3_1.pkl,
train_only,9em6,train-all,0.16571696995690624,0.02644854277719911,0.036496946674019155,0.10277148050568796,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em6-train-all_1.pkl,
progressive_top,9em6,train-all,0.166717725629557,0.026509813532667525,0.036762453281048955,0.10344545881584054,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em6-train-all_1.pkl,
progressive_top,9em6,freeze-subsampling,0.16688111431080613,0.026223883340481587,0.03651737025917529,0.10413986071114924,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em6-freeze-subsampling_1.pkl,
layer_drop_lr_sweep,9em4,drop-subsampling,0.16694238506627454,0.027081673917039396,0.03719134856932786,0.10266936257990728,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em4-drop-subsampling_1.pkl,
layer_type,9em4,train-attention-only,0.1670240794068991,0.02316034556706084,0.041398607111492354,0.10246512672834589,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em4-train-attention-only_1.pkl,
layer_drop_lr_sweep,9em6,drop-subsampling,0.16716704450299205,0.02677532013969732,0.03617016931152094,0.10422155505177379,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-subsampling_1.pkl,
progressive_bottom_ctc_decoder,9em6,train-subsampling-through-layer-5,0.16733043318424115,0.027245062598288503,0.03596593345995956,0.1041194371259931,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em6-train-subsampling-through-layer-5_1.pkl,
layer_drop_lr_sweep,9em6,drop-layer-3,0.16739170393970956,0.027142944672507812,0.03590466270449115,0.10434409656271061,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-layer-3_1.pkl,
layer_drop_lr_sweep,9em6,drop-none,0.16739170393970956,0.026897861650634153,0.03727304290995241,0.10322079937912301,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-none_1.pkl,
layer_drop_lr_sweep,9em6,drop-layer-0,0.167452974695178,0.026795743724853462,0.03672160611073668,0.10393562485958785,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-layer-0_1.pkl,
layer_drop_lr_sweep,9em6,drop-layer-2,0.16751424545064642,0.02671404938422891,0.03666033535526826,0.10413986071114924,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-layer-2_1.pkl,
layer_drop_lr_sweep,9em6,drop-layer-1,0.16759593979127096,0.027245062598288503,0.03633355799277005,0.1040173192002124,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-layer-1_1.pkl,
progressive_top,9em6,freeze-subsampling-through-layer-0,0.16775932847252006,0.026611931458448215,0.03623144006698936,0.10491595694708249,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em6-freeze-subsampling-through-layer-0_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-3,0.16806568224986215,0.024038559728774788,0.03970344954353287,0.10432367297755447,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-3_1.pkl,
progressive_bottom_ctc_decoder,9em4,train-subsampling-through-layer-4,0.16835161244204808,0.02450830218736597,0.039499213691971485,0.10434409656271061,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em4-train-subsampling-through-layer-4_1.pkl,
progressive_bottom_ctc_decoder,9em5,train-subsampling-through-layer-1,0.16835161244204808,0.029736739987337377,0.0335355268263791,0.1050793456283316,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-1_1.pkl,
layer_drop_lr_sweep,9em6,drop-layer-5,0.16845373036782876,0.02838878336703225,0.035414496660743824,0.10465045034005269,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-layer-5_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-3,0.16845373036782876,0.027980311663909484,0.036027204215427974,0.10444621448849131,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-3_1.pkl,
progressive_bottom,9em6,train-subsampling-through-layer-5,0.16851500112329718,0.02473296162408349,0.03988726180993812,0.10389477768927557,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em6-train-subsampling-through-layer-5_1.pkl,
layer_drop_lr_sweep,9em6,drop-ctc-decoder,0.16861711904907786,0.025202704082674672,0.03896820047791189,0.10444621448849131,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-ctc-decoder_1.pkl,
layer_drop_lr_sweep,9em4,drop-layer-5,0.16865796621939017,0.026857014480321875,0.037783632538855874,0.1040173192002124,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em4-drop-layer-5_1.pkl,
layer_type,9em5,train-convolution-only,0.16869881338970244,0.025570328615485163,0.039213283499785555,0.10391520127443171,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em5-train-convolution-only_1.pkl,
progressive_bottom_ctc_decoder,9em6,train-subsampling-through-layer-4,0.16869881338970244,0.02871556072953046,0.03482221269121582,0.10516103996895615,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em6-train-subsampling-through-layer-4_1.pkl,
layer_drop_lr_sweep,9em6,drop-layer-4,0.16904601433735678,0.027694381471723546,0.03633355799277005,0.10501807487286319,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em6-drop-layer-4_1.pkl,
train_only,9em4,train-layer-4-only,0.1696382983068848,0.023385005003778363,0.04074505238649592,0.1055082409166105,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-layer-4-only_1.pkl,
progressive_top,9em6,freeze-subsampling-through-layer-1,0.16982211057329002,0.028838102240467293,0.03535322590527541,0.10563078242754734,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em6-freeze-subsampling-through-layer-1_1.pkl,
progressive_bottom_ctc_decoder,9em4,train-subsampling-through-layer-2,0.1698629577436023,0.027510569205318303,0.03596593345995956,0.10638645507832445,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em4-train-subsampling-through-layer-2_1.pkl,
layer_drop_lr_sweep,9em4,drop-layer-3,0.17004677001000756,0.02595837673345179,0.03962175520290832,0.10446663807364745,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em4-drop-layer-3_1.pkl,
progressive_top,9em4,freeze-subsampling-through-layer-1,0.17010804076547598,0.02677532013969732,0.038682270285725955,0.10465045034005269,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-freeze-subsampling-through-layer-1_1.pkl,
layer_type,9em5,train-attention-only,0.17035312378734963,0.02412025406939934,0.040867593897432754,0.10536527582051754,48963,1/1,earnings22,test,1,layer_type/earnings22-test-epoch-1-lr-9em5-train-attention-only_1.pkl,
train_only,9em4,train-layer-3-only,0.1704552417131303,0.024957621060801013,0.038743541041194374,0.10675407961113494,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-layer-3-only_1.pkl,
progressive_bottom,9em6,train-subsampling-through-layer-4,0.1708228662459408,0.02510058615689398,0.040030226906031086,0.10569205318301575,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em6-train-subsampling-through-layer-4_1.pkl,
progressive_bottom_ctc_decoder,9em4,train-subsampling-through-layer-0,0.17106794926781446,0.03143189755529686,0.03245307681310377,0.10718297489941385,48963,1/1,earnings22,test,1,progressive_bottom_ctc_decoder/earnings22-test-epoch-1-lr-9em4-train-subsampling-through-layer-0_1.pkl,
progressive_bottom,9em5,train-subsampling-through-layer-2,0.171292608704532,0.02487592672017646,0.04013234483181178,0.10628433715254376,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em5-train-subsampling-through-layer-2_1.pkl,
progressive_top,9em4,freeze-subsampling-through-layer-3,0.1713538794600004,0.029266997528746196,0.03643567591855074,0.10565120601270347,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-freeze-subsampling-through-layer-3_1.pkl,
progressive_top,9em4,freeze-subsampling-through-layer-2,0.17141515021546883,0.026836590895165737,0.04023446275759247,0.10434409656271061,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-freeze-subsampling-through-layer-2_1.pkl,
progressive_top,9em4,freeze-subsampling-through-layer-4,0.17143557380062496,0.029777587157649655,0.03610889855605253,0.10554908808692277,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-freeze-subsampling-through-layer-4_1.pkl,
progressive_top,9em4,freeze-subsampling-through-layer-0,0.1715172681412495,0.02824581827093928,0.03749770234666994,0.1057737475236403,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-freeze-subsampling-through-layer-0_1.pkl,
progressive_top,9em4,freeze-subsampling,0.17153769172640565,0.02634642485141842,0.03947879010681535,0.10571247676817189,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em4-freeze-subsampling_1.pkl,
train_only,9em4,train-all,0.17190531625921615,0.02728590976860078,0.03653779384433144,0.10808161264628392,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-all_1.pkl,
layer_drop_lr_sweep,9em4,drop-layer-4,0.1719257398443723,0.02512100974205012,0.041194371259930966,0.1056103588423912,48963,1/1,earnings22,test,1,layer_drop_lr_sweep/earnings22-test-epoch-1-lr-9em4-drop-layer-4_1.pkl,
train_only,9em4,train-layer-5-only,0.1719870105998407,0.025039315401425566,0.039825991054469705,0.10712170414394542,48963,1/1,earnings22,test,1,train_only/earnings22-test-epoch-1-lr-9em4-train-layer-5-only_1.pkl,
progressive_top,9em5,freeze-subsampling-through-layer-4,0.17239548230296345,0.03053325980842677,0.03420950513653167,0.10765271735800502,48963,1/1,earnings22,test,1,progressive_top/earnings22-test-epoch-1-lr-9em5-freeze-subsampling-through-layer-4_1.pkl,
progressive_bottom,9em4,train-subsampling-through-layer-3,0.17272225966546167,0.024671690868615075,0.04015276841696792,0.10789780037987869,48963,1/1,earnings22,test,1,progressive_bottom/earnings22-test-epoch-1-lr-9em4-train-subsampling-through-layer-3_1.pkl,
